country,restaurant_name,sentiment,review_title,review_date,review,cleaned_review,word_overlap,sentiment_consistency,attention_grabbing,combined_text,vader_sentiment,vader_sentiment_label,cluster
France,The Frog at Bercy Village,Negative,A big disappointment due to poor service and arrogant attitudes,Mar 2019 •,"Rome

A big disappointment--not service-oriented and arrogant.

I had high expectations for this restaurant, but when we got there, it turned out that they had put our party of 6 at a very large table for 8 completely off on its own at the back of the restaurant. The table was not conducive to good conversation and very awkward. When we asked for another table, our concerns were dismissed. When I wrote to the restaurant afterwards to complain about the situation, I got a very dismissive letter back from the owner, essentially stating: ""other people love this table; I guess you didn't."" No apology was offered.   Particularly given the price, I would not recommend this restaurant to others based on the poor treatment we received particularly given the many other wonderful alternatives in Rome.  If you do choose to go, I would specify where you would like to sit.",rome big disappointment arrogant high expectation restaurant got turned put party large table completely back restaurant table conducive good conversation awkward asked another table concern dismissed wrote restaurant afterwards complain situation got dismissive letter back owner essentially stating people love table guess apology offered particularly given price would recommend restaurant others based poor treatment received particularly given many wonderful alternative rome choose go would specify would like sit,0.4,0,0,"A big disappointment due to poor service and arrogant attitudes Rome

A big disappointment--not service-oriented and arrogant.

I had high expectations for this restaurant, but when we got there, it turned out that they had put our party of 6 at a very large table for 8 completely off on its own at the back of the restaurant. The table was not conducive to good conversation and very awkward. When we asked for another table, our concerns were dismissed. When I wrote to the restaurant afterwards to complain about the situation, I got a very dismissive letter back from the owner, essentially stating: ""other people love this table; I guess you didn't."" No apology was offered.   Particularly given the price, I would not recommend this restaurant to others based on the poor treatment we received particularly given the many other wonderful alternatives in Rome.  If you do choose to go, I would specify where you would like to sit.",-0.0396,Negative,3
France,The Frog at Bercy Village,Negative,Perfectly organized absolute scam!,Dec 2018 •,The place offers really low quality overpriced food wrapped in a good environment with pretentious service well placed to create the atmosphere of a serious and high end restaurant. Packed with tourists should have given me a hint from the very beginning . Specializing in truffles allows you to have a segment peel of real truffle on your plate amongst many many fake ones. Fillet 47 euros was entrecôte and not a good one at that as well. Stay away at all costs !!!,place offer really low quality overpriced food wrapped good environment pretentious service well placed create atmosphere serious high end restaurant packed tourist given hint beginning specializing truffle allows segment peel real truffle plate amongst many many fake one fillet euro entrecôte good one well stay away cost,0.0,1,0,Perfectly organized absolute scam! The place offers really low quality overpriced food wrapped in a good environment with pretentious service well placed to create the atmosphere of a serious and high end restaurant. Packed with tourists should have given me a hint from the very beginning . Specializing in truffles allows you to have a segment peel of real truffle on your plate amongst many many fake ones. Fillet 47 euros was entrecôte and not a good one at that as well. Stay away at all costs !!!,0.7891,Positive,3
France,The Frog at Bercy Village,Negative,Disappointing,Sept 2018 •,"With so many complimentary reviews I was expecting so much more. The service so praised in other reviews was robotic and slow....Very slow. Our reservation was for 21:00. Our table wasn't ready, so we were invited to have a glass of prosecco in the bar. This was fine but we waited half an hour for the table. Once we got to the table we waited 20 minutes or so to have our order taken, although to be fair we were offered another glass of prosecco. We eventually got our amuse bouche at around 22:00 at least an hour after we arrived. 

We ordered the truffle set menu. The food ranged between being average and quite good, never really good. At odds with other reviews a few words of warning. The truffle menu is a poor choice. Truffle is delicious but a whole meal with the same flavour doesn't work. Second unless you are very hungry avoid the menus. The volume of food is enormous. We left quite a lot of the anti pasti and especially the pasta course. 

We eventually left around midnight. They clearly book more covers than they can efficiently deal with. 

My summary is...quantity rather than quality and slow robotic emotionless service probably caused by over booking.",many complimentary review expecting much service praised review robotic slow slow reservation table ready invited glass prosecco bar fine waited half hour table got table waited minute order taken although fair offered another glass prosecco eventually got amuse bouche around least hour arrived ordered truffle set menu food ranged average quite good never really good odds review word warning truffle menu poor choice truffle delicious whole meal flavour work second unless hungry avoid menu volume food enormous left quite lot anti pasti especially pasta course eventually left around midnight clearly book cover efficiently deal summary quantity rather quality slow robotic emotionless service probably caused booking,0.0,0,0,"Disappointing With so many complimentary reviews I was expecting so much more. The service so praised in other reviews was robotic and slow....Very slow. Our reservation was for 21:00. Our table wasn't ready, so we were invited to have a glass of prosecco in the bar. This was fine but we waited half an hour for the table. Once we got to the table we waited 20 minutes or so to have our order taken, although to be fair we were offered another glass of prosecco. We eventually got our amuse bouche at around 22:00 at least an hour after we arrived. 

We ordered the truffle set menu. The food ranged between being average and quite good, never really good. At odds with other reviews a few words of warning. The truffle menu is a poor choice. Truffle is delicious but a whole meal with the same flavour doesn't work. Second unless you are very hungry avoid the menus. The volume of food is enormous. We left quite a lot of the anti pasti and especially the pasta course. 

We eventually left around midnight. They clearly book more covers than they can efficiently deal with. 

My summary is...quantity rather than quality and slow robotic emotionless service probably caused by over booking.",0.9532,Positive,3
France,The Frog at Bercy Village,Negative,What a disaster...,Oct 2018 •,"I have to say that I was disappointed in my visit to Ad Hoc. While the location and decor were great I found the service to be terrible, in fact the service made the food a disappointment as well. 

It started with the 40 minute wait in between sitting down and a staff member our order for food or drinks. Our waitress seemed disappointed we didn't want to do the tasting menu, but we were already disappointed with the way the meal had started. It took another 30 minutes for our first glass of wine and burrata appetizer to arrive at the table. 

The burrata with the upgrade of white truffle. This dish was around $50, and when it arrived a small fly landed on it... No big deal it happens. When the waitress and I tried to get it off it was killed on the cheese. She asked if we wanted a new one... um, of course I said. Now after waiting 30 minutes for the dish to arrive at our table a ""new one"" was brought out in less than 5 minutes. I'm not sure that the 2nd burrata was new and that they threw away the original dish, given how expensive white truffles are, but it should have been. 

The 3 way carbonara came out practically cold too. No one ever came to see if we wanted another drink until the end of our meal. When we ordered wine glasses were just brought over a glass, no wine was ever presented to the table as with other restaurants in this price range. Some staff apologized at one point saying the service issues were because they were busy, I'm not sure how that was my problem. They hold themselves out as a fine dining experience and at least mine was far, far from that. I would tell you to ignore the inflated reviews and look for something better.",say disappointed visit ad hoc location decor great found service terrible fact service made food disappointment well started minute wait sitting staff member order food drink waitress seemed disappointed want tasting menu already disappointed way meal started took another minute first glass wine burrata appetizer arrive table burrata upgrade white truffle dish around arrived small fly landed big deal happens waitress tried get killed cheese asked wanted new one um course said waiting minute dish arrive table new one brought le minute sure burrata new threw away original dish given expensive white truffle way carbonara came practically cold one ever came see wanted another drink end meal ordered wine glass brought glass wine ever presented table restaurant price range staff apologized one point saying service issue busy sure problem hold fine dining experience least mine far far would tell ignore inflated review look something better,0.0,0,0,"What a disaster... I have to say that I was disappointed in my visit to Ad Hoc. While the location and decor were great I found the service to be terrible, in fact the service made the food a disappointment as well. 

It started with the 40 minute wait in between sitting down and a staff member our order for food or drinks. Our waitress seemed disappointed we didn't want to do the tasting menu, but we were already disappointed with the way the meal had started. It took another 30 minutes for our first glass of wine and burrata appetizer to arrive at the table. 

The burrata with the upgrade of white truffle. This dish was around $50, and when it arrived a small fly landed on it... No big deal it happens. When the waitress and I tried to get it off it was killed on the cheese. She asked if we wanted a new one... um, of course I said. Now after waiting 30 minutes for the dish to arrive at our table a ""new one"" was brought out in less than 5 minutes. I'm not sure that the 2nd burrata was new and that they threw away the original dish, given how expensive white truffles are, but it should have been. 

The 3 way carbonara came out practically cold too. No one ever came to see if we wanted another drink until the end of our meal. When we ordered wine glasses were just brought over a glass, no wine was ever presented to the table as with other restaurants in this price range. Some staff apologized at one point saying the service issues were because they were busy, I'm not sure how that was my problem. They hold themselves out as a fine dining experience and at least mine was far, far from that. I would tell you to ignore the inflated reviews and look for something better.",-0.9714,Negative,3
France,The Frog at Bercy Village,Negative,Great wines but average food,Jul 2018 •,"We both ate the truffle tasting menu with wines. The appetizer where good but the first and second course where nothing special at all. A decent meal with some truffle for a BIG price tag. The dessert where fine and the wines was really good.
But for this price everything should be GREAT.",ate truffle tasting menu wine appetizer good first second course nothing special decent meal truffle big price tag dessert fine wine really good price everything great,0.0,1,0,"Great wines but average food We both ate the truffle tasting menu with wines. The appetizer where good but the first and second course where nothing special at all. A decent meal with some truffle for a BIG price tag. The dessert where fine and the wines was really good.
But for this price everything should be GREAT.",0.9539,Positive,4
France,The Frog at Bercy Village,Negative,Utterly inept in every way,May 2018 •,"And pretentious to go along with it.  What can you say about a restaurant that provides separate wine lists for red and white that look like copies of War and Peace?  Except that there are two wines per page, and they aren’t listed by country of origin, or varietal type – they’re listed by what someone (God knows who) thinks is the type.  Who would have guessed a Chianti Classico is a “full bodied red”?  Certainly no one who knows wine.  In any normal restaurant this wine list would run maybe 6 or 7 pages at the most.  Apparently wines by the glass are a state secret, you have to ask if they have them.   

Rubbery, overcooked octopus, brittle fried pumpkin flowers, devoid of taste, topped with cold ricotta, a filet that could only be described as a low-end USDA Choice from a chain steakhouse in the US, also rubbery and tasteless.  At least the fish was cooked properly, but was lying on a hockey puck of warm wilted spinach.

Appallingly bad service, one hour to get the appetizer.  They seem to be totally confused about everything.    And 160 euros for the experience.  There is a traditional Italian restaurant about two doors up that was packed.  Ad Hoc wasn’t.  I can see why.",pretentious go along say restaurant provides separate wine list red white look like copy war peace except two wine per page listed country origin varietal type listed someone god know think type would guessed chianti classico full bodied red certainly one know wine normal restaurant wine list would run maybe page apparently wine glass state secret ask rubbery overcooked octopus brittle fried pumpkin flower devoid taste topped cold ricotta filet could described usda choice chain steakhouse u also rubbery tasteless least fish cooked properly lying hockey puck warm wilted spinach appallingly bad service one hour get appetizer seem totally confused everything euro experience traditional italian restaurant two door packed ad hoc see,0.0,0,0,"Utterly inept in every way And pretentious to go along with it.  What can you say about a restaurant that provides separate wine lists for red and white that look like copies of War and Peace?  Except that there are two wines per page, and they aren’t listed by country of origin, or varietal type – they’re listed by what someone (God knows who) thinks is the type.  Who would have guessed a Chianti Classico is a “full bodied red”?  Certainly no one who knows wine.  In any normal restaurant this wine list would run maybe 6 or 7 pages at the most.  Apparently wines by the glass are a state secret, you have to ask if they have them.   

Rubbery, overcooked octopus, brittle fried pumpkin flowers, devoid of taste, topped with cold ricotta, a filet that could only be described as a low-end USDA Choice from a chain steakhouse in the US, also rubbery and tasteless.  At least the fish was cooked properly, but was lying on a hockey puck of warm wilted spinach.

Appallingly bad service, one hour to get the appetizer.  They seem to be totally confused about everything.    And 160 euros for the experience.  There is a traditional Italian restaurant about two doors up that was packed.  Ad Hoc wasn’t.  I can see why.",-0.9442,Negative,4
France,The Frog at Bercy Village,Negative,Emperors New Clothes,May 2018 •,"Nice atmosphere and the staff were attentive but after that not a lot more to say. I hope you have heard the story of ‘The Emperors New Clothes’. Everyone saying how great everything is but in truth the food is very mediocre. Perhaps we went on a wrong night. Who knows?

The food was bland and the wine was very average. The wine served was just a normal run of the mill, nothing special. Have tasted a lot better for a lot less.",nice atmosphere staff attentive lot say hope heard story emperor new clothes everyone saying great everything truth food mediocre perhaps went wrong night know food bland wine average wine served normal run mill nothing special tasted lot better lot le,0.0,0,0,"Emperors New Clothes Nice atmosphere and the staff were attentive but after that not a lot more to say. I hope you have heard the story of ‘The Emperors New Clothes’. Everyone saying how great everything is but in truth the food is very mediocre. Perhaps we went on a wrong night. Who knows?

The food was bland and the wine was very average. The wine served was just a normal run of the mill, nothing special. Have tasted a lot better for a lot less.",0.9111,Positive,3
France,The Frog at Bercy Village,Negative,Too touristic,Feb 2018 •,"An ambitious restaurant in Rome’s downtown without a real soul; menù is a mixed of meat and fish but without a real specialization
Our impression is that the place is too touristic not a real gourmet high quality experience
Service appropriate",ambitious restaurant rome downtown without real soul menù mixed meat fish without real specialization impression place touristic real gourmet high quality experience service appropriate,0.5,0,0,"Too touristic An ambitious restaurant in Rome’s downtown without a real soul; menù is a mixed of meat and fish but without a real specialization
Our impression is that the place is too touristic not a real gourmet high quality experience
Service appropriate",0.5267,Positive,3
France,The Frog at Bercy Village,Negative,Forget truffle Carbonara,May 2017 •,Truffle menu is nice to try but Carbonara was over cooked  and a bit messy to eat. Meat with  truffle could be softer. Desert not the best option. Service was ok and also the wine menu,truffle menu nice try carbonara cooked bit messy eat meat truffle could softer desert best option service ok also wine menu,0.3333333333333333,0,0,Forget truffle Carbonara Truffle menu is nice to try but Carbonara was over cooked  and a bit messy to eat. Meat with  truffle could be softer. Desert not the best option. Service was ok and also the wine menu,-0.6759,Negative,4
France,The Frog at Bercy Village,Negative,One of the worst meals of my life,Feb 2017 •,"Service is fine, decor fine, but the food is extremely bad, almost inedible. Extremely disappointing. The wine list good, but that's it.",service fine decor fine food extremely bad almost inedible extremely disappointing wine list good,0.0,1,1,"One of the worst meals of my life Service is fine, decor fine, but the food is extremely bad, almost inedible. Extremely disappointing. The wine list good, but that's it.",-0.8143,Negative,3
